title,address,jobType,educational,workExperience,workTag,salary,salaryMonth,companyTag,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
web前端,西安,web,本科,3-5年,VUE3|HTML5|Vue|WEBGIS|前端开发经验,"[11000, 17000]",0薪,"[""交通补助"", ""节日福利"", ""通讯补贴"", ""带薪年假"", ""补充医疗保险"", ""免费班车"", ""团建活动"", ""定期体检"", ""零食下午茶"", ""生日福利"", ""加班补助"", ""五险一金""]",段女士,HR,False,软通动力,"https://img.bosszhipin.com/beijin/upload/com/logo/20210830/7b5b554d84f9729cb81dae6da87b9eddbf6e3e481ce34ae8c7421cffdbdea8d6f11cda4aeefd5586.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/c33840740d3f7c5c1Hd729S4ElE~.html?lid=aIree5HQwHE.search.13&securityId=VYcBp5gAvXBy7-d1H9d1nHJIUjwz64ozPMDFEwxEzDrfLnSJE8ds0RWA0yfVa6cmIacMUsX3RFwEA4RReacKSijGpJKzZ4q3Xjxwq6mjxG9ZzBgWiIYub7BsGSHSux0Sz1Znt9ewnYDgDzRnUmut_Q~~&sessionId=,https://www.zhipin.com/gongsi/c8311034740eee121nVz09S7E1U~.html,雁塔区
web前端,西安,web,大专,3-5年,Vue|HTML5|vue.js|接受居家办公|前端开发经验|||,"[4000, 8000]",0薪,"[""五险一金""]",侯先生,招聘者,False,广易网络,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230509/7bf6f160950405e9d4737eb5f9d988a26b895444b0edd2856cd45e9dbd1f2e300ca589d38629a3ea.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/eb661a0db98775751X1y39-1E1c~.html?lid=aIree5HQwHE.search.14&securityId=7OLDHmn2ABgFS-G1oMlp005_7D1DC0ZUDMAx2M8zyGFHFgnokBCV0m4mJ9mdAMMKYptyyQeQk-bDzx-y9x6nNm2N5IX9Ln2s7H3lU57CvJ3jTUqm&sessionId=,https://www.zhipin.com/gongsi/d0467405e13a82091XNz09u7GA~~.html,
web前端,西安,web,本科,1年以内,Java|C/C++|后端开发,"[5000, 10000]",0薪,"[""全勤奖"", ""生日福利"", ""带薪年假"", ""年终奖"", ""工龄奖"", ""保底工资"", ""法定节假日三薪"", ""加班补助"", ""交通补助"", ""定期体检"", ""餐补"", ""节假日加班费""]",黄女士,招聘者,False,西安瑞得公共安全技术,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180704/40a6a63b7e9bb1bcce5bb629a0e52af3f03f8ecdf9083ff6d233783d4cdd6c1b.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/2faedc750e9efc211nBz0925E1M~.html?lid=aIree5HQwHE.search.15&securityId=2KoYnMTDwuHo--V1ffS_vSVEGwrkoG1ELdBRuMwCesrT0KpfQulG6Vxk4iuF8TpdKVi2SDBKTZ9dkTkiQpA7woYBvraDHySdC13n4bV6scO9B-A~&sessionId=,https://www.zhipin.com/gongsi/bb3b4b55085b139833R62966.html,
web前端,西安,web,大专,5-10年,不接受居家办公|JavaScript|前端开发经验,"[10000, 15000]",0薪,无,贾女士,招聘主管,False,明月华炎,"https://img.bosszhipin.com/beijin/mcs/banner/66b981f075ef7b3384e72a284b367076cfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[100, 499]",https://www.zhipin.com/job_detail/77dd677cd1f8eb3303V409i5FVVZ.html?lid=aIree5HQwHE.search.16&securityId=AC4ELU-jCqBVx-t1Q6CEL_fvvkVRCr8msj3KgHMRP41TjgKe14tXOa56yDNqy3IisLdXeIMLqRZR5ti_tzwGfWpRhXUEQ6VFt3swcP2l9QFr6JE9Dd7p4cMxxKmTrrGaQrAxGMieeXwkyeAIxq9k&sessionId=,https://www.zhipin.com/gongsi/93b8560cab5eb5b61nd829i-F1s~.html,长安区
web前端,西安,web,大专,经验不限,node|css|HTML5|js,"[9000, 10000]",0薪,无,高女士,行政,False,陕西青帆透博科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1896be8be72e5fd11HJ60tS0FVtV.html?lid=aIree5HQwHE.search.17&securityId=0JxgS5fG0xZlA-C1bik2AOwG92zZNXgGfGp07LWUupmA7HXDGtNjWXIcms_ZhUL6LnCoFFNCLkFRxX55joZSiAKYdzkSkf2tOVkBiweBvzUo_adFR7WK&sessionId=,https://www.zhipin.com/gongsi/38eb2d1ea3835cda1HB-3N27E1M~.html,未央区
web测试,西安,web,大专,1-3年,性能测试|MySQL|Postman|JMeter|计算机相关专业,"[7000, 10000]",0薪,无,高女士,人事,False,恒席环,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/1da0a0435333b7d203V72Nm0GVpW.html?lid=aIree5HQwHE.search.18&securityId=hpyyB1BAAb4Dl-o1iiwLy26sf5OFi0a5H7TE27fvUh63yxgtJuihpRwUA7YjUPuPFS1wojTOLS7_q5i5CIsLXTAcd0qUSc8MSWOtsZa57i94Rd09EZE0&sessionId=,https://www.zhipin.com/gongsi/f731d6c2025c1fd71HJ-09i4Els~.html,雁塔区
web前端,西安,web,本科,5-10年,移动端|HTML5|计算机/软件工程相关专业|前端开发经验|||,"[11000, 18000]",0薪,"[""五险一金"", ""零食下午茶"", ""节日福利"", ""带薪年假"", ""企业文化""]",李女士,HR,False,法本,"https://img.bosszhipin.com/beijin/mcs/banner/32931505697e3fbef594fb9ca3fd94a5cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/fa9805390aed7e9003Z509u0GFRZ.html?lid=aIree5HQwHE.search.19&securityId=6tsEDTo2TBq0R-n1XoGH_ksIbY8WU3047DDndjspfN9ZkZrJyhUgwNY54E4YP6nYYtQ6s0TMWJA0ymFRGI4irQrPjpiRWs_ZJPrOUZU0xsKz0g~~&sessionId=,https://www.zhipin.com/gongsi/95b4b47ef9141c671nd52ty_.html,
web前端,西安,web,大专,1-3年,Vue,"[5000, 8000]",0薪,"[""五险一金""]",吴女士,经理,False,西安立劲,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",其他制造业,未融资,"[0, 20]",https://www.zhipin.com/job_detail/6d23197aa1e293031Hxz2du6EVJQ.html?lid=aIree5HQwHE.search.20&securityId=ekBKJRF0hPnQl-Q1d856R6SYAMoLo7WNvaZylxrybZ9OzHTBPfmxPglSYbn1nyExcqoCT7oYs-VAAxjtp2QEa0RZ9gJTtM3TBx7I3Sb_nB2ldwwB39Zy&sessionId=,https://www.zhipin.com/gongsi/0aa996ce2111600b1HN50tm4F1s~.html,碑林区
web前端,西安,web,本科,3-5年,前端开发|Vue|计算机/软件工程相关专业|前端开发经验,"[6000, 10000]",0薪,"[""加班补助"", ""餐补"", ""零食下午茶"", ""团建聚餐"", ""带薪年假"", ""节日福利"", ""五险一金""]",唐先生,人力资源,False,中科辅龙智能,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210812/e9be3b7ee01d9318dd425735a832fcc00f9ba45df9d393e1cbb7510b66ac7199.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/de290b85ab1ce8261nR_0ty_F1VX.html?lid=aIree5HQwHE.search.21&securityId=s5ccOr6MCu0xn-r1vPreFxz-Zx4h6V6G2oSnOzRt89V1D6Q6MS7pAcN-2tYfXGP3bN7GgGT4M6VGM5W5hUrNaRICTtvOWhUQdht4M48VYKdN3VbxO6SXrKTOSLtlIE489oBkhHx7TfbK2mQuuBQRJw~~&sessionId=,https://www.zhipin.com/gongsi/29ef4b5471b6b4020X143tW4GA~~.html,未央区
Web前端,西安,web,中专/中技,1-3年,前端开发|CSS|HTML|PC端,"[5000, 8000]",0薪,"[""零食下午茶"", ""节日福利"", ""带薪年假"", ""全勤奖"", ""餐补"", ""交通补助"", ""绩效奖金"", ""员工旅游"", ""底薪加提成""]",韩女士,人事部经理,False,腾扬文化传媒,"https://img.bosszhipin.com/beijin/upload/com/logo/20230524/7b5b554d84f9729c7ed789a67e86d3d1a3520cdb536375a41b0abe5015fa822f82f099f9398136f5.jpg?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/f43dcaf3887599921nJ42d20FlBS.html?lid=aIree5HQwHE.search.22&securityId=eMnN6NF5aVTrn-M1Gt_4uxqUVhYX2MGUKWjOLDMjt9Z61ooJzQPaK9TnV9w-IvZOsYXgZbLTKzWj25nJ5ICobUyNh-Zml1BdXmKGzKKnl0gjq6hNDiuNeMVVPQ-ovmFXzsvy1SErS0yuOpumEb29Eog~&sessionId=,https://www.zhipin.com/gongsi/070bfc986c23b6a01ndz0tm9ElI~.html,灞桥区
web前端,西安,web,本科,1-3年,接受实习/在校生投递|CSS|JavaScript|HTML5|Vue||,"[8000, 11000]",0薪,"[""五险一金"", ""股票期权"", ""补充医疗保险"", ""带薪年假"", ""包吃"", ""加班补助"", ""年终奖"", ""员工旅游"", ""交通补助"", ""节日福利"", ""餐补""]",李女士,人事行政,False,德元数字,"https://img.bosszhipin.com/beijin/mcs/banner/2a06050cdaa98e4b10d368218aaab805cfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/369e208e143c54e103R409m8EFBT.html?lid=aIree5HQwHE.search.23&securityId=2J8v3EZVA46WE-x1LVSBD4rMDDIyRH6H4YufazYpyS69rj_mz9BF3oM0_wC_0ydpVczwyVCnwBQo03rnW4JEOf6w45CNN72HP2ut_j9V5qVKk6FKP-XE&sessionId=,https://www.zhipin.com/gongsi/b6c69e7ea15c1c941nB72d28FFs~.html,未央区
中级web前端,西安,web,本科,3-5年,不接受居家办公|JavaScript|HTML5|Vue|前端开发经验,"[7000, 10000]",0薪,"[""奖励奖金"", ""年终奖"", ""节日福利"", ""五险一金"", ""加班补助"", ""带薪年假"", ""绩效奖金"", ""调薪"", ""员工旅游"", ""岗位晋升"", ""有无线网"", ""出差补贴"", ""零食下午茶"", ""项目奖金"", ""团建聚餐""]",马女士,HR,False,新视窗科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180720/27f5184d5d13fd3536c3622e1453be60cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/971a58c56d57f2b41H1529m7GFdT.html?lid=aIree5HQwHE.search.24&securityId=aUmt-NdBMHs6p-z1AmSq6mKmuy9WMNUwH4OzyCm9t6oydIn9oDM3DMRg6QaNttKuHyTP3esVBsMgKoIo9D9xyweYsinKj9BoY88XmFdiHwUj78KnrmZcBKWTxsSefjfa7Yfx52Ngzrt0PaMZUht-6Q~~&sessionId=,https://www.zhipin.com/gongsi/1d110c4a7ec524471Xd82di4Ew~~.html,雁塔区
web前端工程师,西安,web,本科,1-3年,React|JavaScript|Webpack|Node.js|前端开发经验|,"[5000, 8000]",0薪,"[""定期体检""]",李先生,人事主管,False,中睿数智,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1a4946179732a76a1H1z2NW-E1JZ.html?lid=aIree5HQwHE.search.25&securityId=dbLUNp-Vc4f8Y-21b-X_fPexbQ7gfHvPXJ6LE7eXV74A_hLFU0Rg7XyqIHDxlj6e3szy1UfY5wKGc4x-YQWNKMmB7Hvc_ll1DvAUN8gFKwsJljedzzFHrmNWueEiabeZogF8ONfQC4zAz4GyqvcWNhUd&sessionId=,https://www.zhipin.com/gongsi/9f30f05883aaecf41HZy2Ny_E1Y~.html,雁塔区
web前端实习生,西安,web,,3个月,CSS|JavaScript|Vue,"[100, 180]",0薪,无,马先生,总经理,True,智诚云谷,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/4134d92d367113ef03R539q4EFZS.html?lid=aIree5HQwHE.search.26&securityId=jok6x8DOXFiwe-k1TSL2cbmL-0REDupnfuzX_ni6g3livaXCPsHwFdiN7KCsPllYUIYKda3pxvGUuQqc18prQ5sqZ7Im3LzSQgZlk0MKijbAE2UJNQGaHXPTernE60Gjey0ZFNzaQZ9QkhMziESyjgSY&sessionId=,https://www.zhipin.com/gongsi/96bd241d86b27f091HVz3ty0EFc~.html,雁塔区
web前端负责人,西安,web,本科,5-10年,JavaScript|Vue|ECharts|计算机/软件工程相关专业||,"[13000, 18000]",0薪,"[""员工旅游"", ""保底工资"", ""交通补助"", ""团建聚餐"", ""五险一金"", ""意外险"", ""工龄奖"", ""年终奖"", ""股票期权"", ""带薪年假"", ""零食下午茶"", ""节日福利"", ""补充医疗保险"", ""股权激励"", ""全勤奖"", ""餐补""]",王女士,HR,False,大河科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211014/7bf6f160950405e961b322616929477915456aa211efc34fc0b14a057ef6722cda8f6beffabb110e.jpg?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[100, 499]",https://www.zhipin.com/job_detail/b3af3852389d9b831Hx-2di-EVtQ.html?lid=aIree5HQwHE.search.27&securityId=Tr2sVHxEsJGob-k1TGvA-5TCunJPwfnXiUaJEQBFmk6YwC4NX0R8mgSugoaPQ7DFBZZ4TsqD6psfO4aiUiY63axptinPXGKwQAQNCGwHdcS6UZeHW3yETT07t4gDbJ5_YW-YMai-YzKsW_DvWX8G0M-8&sessionId=,https://www.zhipin.com/gongsi/c041e26cc09641de1nB83ti9ElU~.html,雁塔区
web工程师,西安,web,本科,1-3年,web,"[10000, 15000]",0薪,"[""年终奖"", ""五险一金"", ""带薪年假"", ""股票期权"", ""零食下午茶"", ""节日福利"", ""加班补助""]",吴先生,经理,False,北京爱学思技术,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210429/b710ee1e847b29c718cfd5ff8c75da45c627557edeb40db0aba29a060c661220_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/5566e2c50715f3bf1HB_3tW_F1BX.html?lid=aIree5HQwHE.search.28&securityId=9P0R_mLBKpdPC-x1WrzpY8w5SPvHRk8AO3wcOsLNSMFcRytFZ6grioJ9kFPsH-EkXphX2X4_u1hmx7IDsq5sDGPJ8SXRidwxhBVrmCjlSpuHo8n4McRC1wM3vkNtu9LvfdU3g-611quqb04BakUAQOvW&sessionId=,https://www.zhipin.com/gongsi/d6c736100e8570591nV60ty0EFE~.html,雁塔区
web前端实习生,西安,web,本科,3个月,JavaScript|HTML5|CSS,"[80, 100]",0薪,"[""带薪年假"", ""员工旅游"", ""通讯补贴"", ""零食下午茶"", ""全勤奖"", ""交通补助"", ""年终奖""]",王先生,产品中心总监助理,True,陕西鼎铭丹桂信息科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",大数据,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/0bc0c234b9297b951HR70t28FlNV.html?lid=aIree5HQwHE.search.29&securityId=Hhb4iFDoGsfXO-x1_BB6gOHzSueSoTC--i2x_qpiNpKSW12kfglfjl62n20PNW4ikEjZv4l59pSNi7jXR7Jbj0kXp6D4IkoR41aK49vtUFfrkJZG5w~~&sessionId=,https://www.zhipin.com/gongsi/06d8e92696871dfa1n192dq5FVs~.html,碑林区
中级web前端开发,西安,web,本科,1-3年,不接受居家办公|前端开发经验|Python,"[6000, 10000]",0薪,"[""节日福利"", ""五险一金"", ""定期体检"", ""加班补助"", ""团建聚餐""]",李女士,人事专员,False,西安数智云联信息科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20241217/7bf6f160950405e9ad67020f6a3c7525617554fac6ca14c529bed2a73052482bf7f0efae2720906d.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/79aca92fd0a2f4e203R939-_FVRT.html?lid=aIree5HQwHE.search.30&securityId=jIvkbF1xhy7EG-e1Pbi8uypEFX0UzYoefUbqLygNrut0dmX5bSqODrJXfCRdh3q0Pi92mPM6DBV5Gti6k1p6q86h_vqDszHttxl3TRjk7U1BecWHsaMRC4L30pfWHNNZpcG-gHejPok-tGtnuflg2PA~&sessionId=,https://www.zhipin.com/gongsi/c5baa2ebbcb591df3nR43d68EQ~~.html,雁塔区
嵌入式web开发,西安,web,本科,3-5年,C|STM32开发|计算机相关专业|通信相关专业|||,"[10000, 15000]",14薪,"[""定期体检"", ""通讯补贴"", ""五险一金"", ""年终奖"", ""高温补贴"", ""零食下午茶"", ""免费班车"", ""有无线网"", ""交通补助"", ""法定节假日三薪"", ""团建聚餐"", ""节假日加班费"", ""员工旅游"", ""股票期权"", ""带薪年假"", ""生日福利"", ""节日福利"", ""宿舍有空调"", ""住房补贴""]",贺先生,系统工程师,False,汇川技术,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200629/20ac12976b546a21be2820dae8bafb1a94c10feb27540bdfca9095f312100ec8_s.jpg?x-oss-process=image/resize,w_100,limit_0",自动化设备,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/5ed2fea4c343bb6803V73Ny-FltZ.html?lid=aIqQ7AFeee4.search.31&securityId=zijXJb5AhrQGe-71_KVRVk09t07G3CnEu_5BPZkBoMVqaMw_nVWs0JoizMN3HjgOJZuhvJvih-YXJkzP3nX1W11Po3T4Yd8opo60x3wWlkJZeNS3iFY~&sessionId=,https://www.zhipin.com/gongsi/51148f5b7a4421193nR93925FA~~.html,长安区
实习web前端工程师,西安,web,本科,3个月,Angular|前端开发经验|Web端,"[150, 200]",0薪,"[""带薪年假"", ""员工旅游"", ""年假递增"", ""加班补助"", ""五险一金"", ""定期体检"", ""年终奖"", ""股票期权"", ""餐补"", ""节日福利"", ""补充医疗保险"", ""通讯补贴""]",李女士,HR,True,绿盟科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200727/0ece52b0cadc96ecab9a029e81fee5f72b7ff3b8069a0177e47ac2c8028cc2c4_s.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/4a24d1c35e532a301nx82t24EFJX.html?lid=aIqQ7AFeee4.search.32&securityId=mrGEkXTn4YZHg-6151yUa7Onj8AqsOJS1kBo8pBXe_3Q8YN9cJPESjjstFKyKLnCk2H0BRRWLJ3U9o1gG7a_DYKKfmf3wcbJ_Pc9j-Asl11Y2pR--4mMHvK8XnGKbTgzu2pTtSioQoKFMOYVuG1l&sessionId=,https://www.zhipin.com/gongsi/56fcc3e5c3f3939d1Xd929q4.html,雁塔区
web前段工程师,西安,web,大专,3-5年,前端开发|WEB开发|HTML|CSS|JavaScript|CSS3||,"[7000, 12000]",13薪,无,李先生,总经理,False,西安宏树,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/f9d919517cf6b3a61nF73tq-GFRR.html?lid=aIqQ7AFeee4.search.33&securityId=8NAo2VC3zcBwm-U1qGo1f6NQPjbdnxDY-W-AkLFJ8yN1zKh-F0vaGB4gn1WrlOGO6NPuqrl_dRv1PP9NqyukfjEKIiXcvu-duuPRcPK0sWBC-lX6ZJg~&sessionId=,https://www.zhipin.com/gongsi/7e98a7a13dce4f7b1nZ52Nu5EVI~.html,
web前端开发,西安,web,本科,8个月,JavaScript|Vue|Node.js,"[100, 200]",0薪,"[""五险一金""]",韩先生,产品/技术,True,西安旭源视讯,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240422/7bf6f160950405e97ade515ce75958ed427a5a48b87a20a22e78a6618298b29d5903e6bf46804298.png.webp?x-oss-process=image/resize,w_100,limit_0",智能硬件/消费电子,未融资,"[0, 20]",https://www.zhipin.com/job_detail/58b2d1cbc33e321f1HF90tS9FVpZ.html?lid=aIqQ7AFeee4.search.34&securityId=ansCx1Roe9DHY-P1nRacY2GLrgp1Xrn8Z5hRJ5siGh1JEdyVoS3HZ96lgKq3FjQ3F6iETM0sYnzIwiF-KbdiRIAJi9qdg-qiluvJnvmIVxuL0M2Ou-Y~&sessionId=,https://www.zhipin.com/gongsi/ee61184984dae58e3nJ529u-Fg~~.html,雁塔区
高级web前端工程师,西安,web,本科,3-5年,技术博客/开源项目有所贡献|Vue|JavaScript||,"[6000, 9000]",0薪,"[""节日福利"", ""全勤奖"", ""工龄奖"", ""绩效奖金"", ""五险一金""]",徐先生,项目经理,False,陕西亿金鸣网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,B轮,"[0, 20]",https://www.zhipin.com/job_detail/71b847f4235394641HJy2tS1FVtZ.html?lid=aIqQ7AFeee4.search.35&securityId=FR7XpMTmt7Cb_-U1zdojLMuWHQOdVJp3avJzGLzxGMtjoK2GABS8YhkuCRSyznys6gYOi-zTg5Eiyynld9lB7yAlJ6HaraVJ7Qy3BI05NARdz2a-AY4~&sessionId=,https://www.zhipin.com/gongsi/d382b27c3c89515e1XV939W-GVU~.html,莲湖区
web前端开发组长,西安,web,大专,5-10年,JavaScript|Vue|React|CSS|HTML5|前端开发经验||,"[10000, 15000]",0薪,"[""五险一金""]",史女士,招聘主管,False,众友信息,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/80a17ba57ba391051H1839i4EVFV.html?lid=aIqQ7AFeee4.search.36&securityId=QEyyGESpUrRFg-Z1Ea2OBPR3rL28fMI8vLovHhZc9jW1OrVPq4K26oKAsgyYgMRH9wbFgwJLUM6sg0hP11wU-Or6q8qUNxqejs9eiNaLcJIjURB-R-vH&sessionId=,https://www.zhipin.com/gongsi/e34dd966001c85461nB93N28FFQ~.html,雁塔区
Web前端开发工程师,西安,web,本科,3-5年,vue.js|Node.js|JQuery|MySQL,"[5000, 10000]",0薪,"[""五险一金""]",龙先生,招聘者,False,军融创新,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/8ceec6a1a4e3e0df1Xx809y6FlI~.html?lid=aIqQ7AFeee4.search.37&securityId=fTi2enL3-w2IQ-I1EW-gSb90eBRUf25ijIrn6u0nBqTJTzK0BCUML5z5jEBJDXoj3GQYTDgGxNLeZJjbb9tgFOIAflpS0SJiZaFPDQ2-n3ZC8Yn0&sessionId=,https://www.zhipin.com/gongsi/9156d578d6404a5a1n1y3ti7EQ~~.html,雁塔区
web前端工程师,西安,web,本科,1-3年,CSS|HTML5|JavaScript,"[6000, 7000]",0薪,无,蔡先生,推广经理,False,天梦来思,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广告营销,未融资,"[0, 20]",https://www.zhipin.com/job_detail/3ebdf2cf75fa30631Xx42d-0F1tV.html?lid=aIqQ7AFeee4.search.38&securityId=D9Rwx4fycsspv-51a5_U78kYTtfWkkSdeOFHaJT1UvdEsklWA1M6wu6_O9d85WOCgSzMC2nIskGM_6ObB9NfIriyeSDe-SL57NY2ya_dVSmK9PmyH1MeFmG3nd58kif6xWL0xC8q4kNX5nBiWoSB_50~&sessionId=,https://www.zhipin.com/gongsi/62a39049531fac3b1nx62dy8FlU~.html,雁塔区
web前端工程师,西安,web,本科,1-3年,前端开发经验,"[7000, 12000]",0薪,"[""五险一金"", ""节日福利"", ""带薪年假""]",徐女士,人事,False,乌云科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20191223/b8d267e7d5306b3e6fe0d737bbf8ddf4975728831a2e95ff0538859da6776d1e_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c561701d1bd987021HF62967FFBW.html?lid=aIqQ7AFeee4.search.39&securityId=hYFyd0HGkQIpC-41dejRdAG0vEiR8ZO0PKY-R237PGnPUrl1bkP4ZOCVylY17tfm6f1k0MdlIerfiHiMKgTAmZ0NGsemoewD0O1hj3WM6ZHQUr_8KA~~&sessionId=,https://www.zhipin.com/gongsi/a0d4fd2c885a5a180X160t60Fw~~.html,
web前端开发工程师,西安,web,本科,3-5年,前端开发经验|计算机/软件工程相关专业|不接受居家办公,"[6000, 10000]",0薪,"[""餐补"", ""年终奖"", ""五险一金"", ""员工旅游"", ""节日福利""]",李女士,HR,False,八英里,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20191108/d0c291324bf3eeb51e56d1fef0cd6f71582596b7fd44626cb7a0b7d89f63f7d6_s.jpg?x-oss-process=image/resize,w_100,limit_0",电子/硬件开发,未融资,"[20, 99]",https://www.zhipin.com/job_detail/9881e1615c79485b03R-3tu-FVdV.html?lid=aIqQ7AFeee4.search.40&securityId=Ntt0C47w_JjVE-h1MEVm5YgJDkR1KQ2GC16Dj2Uh_xjN34oRVRKhwkFYKCn5DfbfUqv6dBftCMfZ9qJEQFQxaoUt1TNULT5HpZrKZDCvhS8x2SFbGQ~~&sessionId=,https://www.zhipin.com/gongsi/c51c07a08b5db1790XBz39q5EA~~.html,
web前端工程师,西安,web,本科,3-5年,前端开发|HTML|CSS|HTML5|JQuery|Bootstrap|,"[5000, 7000]",0薪,"[""带薪年假"", ""节日福利"", ""团建聚餐"", ""员工旅游"", ""生日福利"", ""五险一金"", ""加班补助""]",商先生,总经理,False,时代锐思,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180328/729bf60439dee1130fc829a5ea7f8c87cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e4c92e489d4321051nFz2tW6EFJV.html?lid=aIqQ7AFeee4.search.41&securityId=xE_l_19xWijWB-h1UFhMTB7iu1V5hXZDWCBT0GrCnuDCKWdb8wbhDvVI68NLwju3coU2hdQKywSB5HKKFaC0dRvzN2g3Tkp9EjxYvNeOZZRGuCCL&sessionId=,https://www.zhipin.com/gongsi/fcf82b3da038061703N-0t6_.html,
